"","cell","treat","metacell","color","cell_type"
"1263","CTC3_p9.CTC3_p9231","NTC","M771.80","#cc7818","Amnion/Chorion progenitor"
"1264","CTC3_p9.CTC3_p9232","NTC","M726.25","#8870ad","ExE mesoderm"
"1265","CTC3_p9.CTC3_p9233","NTC","M880.44","#635547","Epiblast"
"1266","CTC3_p9.CTC3_p9234","NTC","M25.54","#C594BF","Early nascent mesoderm"
"1267","CTC3_p9.CTC3_p9236","NTC","M892.10","#635547","Epiblast"
"1268","CTC3_p9.CTC3_p9237","NTC","M974.83","#90BF75","Definitive ectoderm"
"1269","CTC3_p9.CTC3_p9238","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1270","CTC3_p9.CTC3_p9239","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"1271","CTC3_p9.CTC3_p9240","NTC","M739.69","#8870ad","ExE mesoderm"
"1272","CTC3_p9.CTC3_p9244","NTC","M978.79","#DABE99","Primitive streak"
"1273","CTC3_p9.CTC3_p9245","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1274","CTC3_p9.CTC3_p9246","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1275","CTC3_p9.CTC3_p9247","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1276","CTC3_p9.CTC3_p9248","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1277","CTC3_p9.CTC3_p9252","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1278","CTC3_p9.CTC3_p9254","NTC","M726.25","#8870ad","ExE mesoderm"
"1279","CTC3_p9.CTC3_p9256","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1280","CTC3_p9.CTC3_p9257","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1281","CTC3_p9.CTC3_p9258","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1282","CTC3_p9.CTC3_p9259","NTC","M1515.51","#ffd854","Chorion progenitors"
"1283","CTC3_p9.CTC3_p9260","NTC","M974.83","#90BF75","Definitive ectoderm"
"1284","CTC3_p9.CTC3_p9261","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"1285","CTC3_p9.CTC3_p9262","NTC","M876.99","#90BF75","Definitive ectoderm"
"1286","CTC3_p9.CTC3_p9263","NTC","M977.37","#635547","Epiblast"
"1287","CTC3_p9.CTC3_p9264","NTC","M25.54","#C594BF","Early nascent mesoderm"
"1288","CTC3_p9.CTC3_p9265","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"1289","CTC3_p9.CTC3_p9266","NTC","M1270.91","#7F6874","ExE visceral endoderm"
"1290","CTC3_p9.CTC3_p9267","NTC","M1452.88","#EF5A9D","Gut"
"1291","CTC3_p9.CTC3_p9268","NTC","M880.44","#635547","Epiblast"
"1292","CTC3_p9.CTC3_p9269","NTC","M903.97","#635547","Epiblast"
"1293","CTC3_p9.CTC3_p9270","NTC","M892.10","#635547","Epiblast"
"1294","CTC3_p9.CTC3_p9272","NTC","M1924.81","#C594BF","Early nascent mesoderm"
"1295","CTC3_p9.CTC3_p9273","NTC","M739.69","#8870ad","ExE mesoderm"
"1296","CTC3_p9.CTC3_p9274","NTC","M992.65","#DABE99","Primitive streak"
"1297","CTC3_p9.CTC3_p9275","NTC","M2045.92","#DABE99","Primitive streak"
"1298","CTC3_p9.CTC3_p9277","NTC","M1924.81","#C594BF","Early nascent mesoderm"
"1299","CTC3_p9.CTC3_p9278","NTC","M726.25","#8870ad","ExE mesoderm"
"1300","CTC3_p9.CTC3_p9279","NTC","M726.25","#8870ad","ExE mesoderm"
"1301","CTC3_p9.CTC3_p9280","NTC","M1452.88","#EF5A9D","Gut"
"1302","CTC3_p9.CTC3_p9281","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1303","CTC3_p9.CTC3_p9282","NTC","M1920.13","#DFCDE4","Late nascent mesoderm"
"1304","CTC3_p9.CTC3_p9283","NTC","M1920.13","#DFCDE4","Late nascent mesoderm"
"1305","CTC3_p9.CTC3_p9284","NTC","M892.10","#635547","Epiblast"
"1306","CTC3_p9.CTC3_p9285","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1307","CTC3_p9.CTC3_p9287","NTC","M972.40","#635547","Epiblast"
"1308","CTC3_p9.CTC3_p9288","NTC","M726.25","#8870ad","ExE mesoderm"
"1309","CTC3_p9.CTC3_p9289","NTC","M739.69","#8870ad","ExE mesoderm"
"1310","CTC3_p9.CTC3_p9290","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1311","CTC3_p9.CTC3_p9292","NTC","M926.33","#635547","Epiblast"
"1312","CTC3_p9.CTC3_p9293","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1313","CTC3_p9.CTC3_p9294","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1314","CTC3_p9.CTC3_p9295","NTC","M934.58","#635547","Epiblast"
"1315","CTC3_p9.CTC3_p9296","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"1316","CTC3_p9.CTC3_p9297","NTC","M992.65","#DABE99","Primitive streak"
"1317","CTC3_p9.CTC3_p9298","NTC","M926.33","#635547","Epiblast"
"1318","CTC3_p9.CTC3_p9302","NTC","M880.44","#635547","Epiblast"
"1319","CTC3_p9.CTC3_p9303","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1320","CTC3_p9.CTC3_p9304","NTC","M1607.05","#ffad1e","Chorion"
"1321","CTC3_p9.CTC3_p9305","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1322","CTC3_p9.CTC3_p9306","NTC","M126.91","#C594BF","Early nascent mesoderm"
"1323","CTC3_p9.CTC3_p9308","NTC","M1518.42","#ffd854","Chorion progenitors"
"1324","CTC3_p9.CTC3_p9309","NTC","M892.10","#635547","Epiblast"
"1325","CTC3_p9.CTC3_p9310","NTC","M972.40","#635547","Epiblast"
"1326","CTC3_p9.CTC3_p9311","NTC","M972.40","#635547","Epiblast"
"1327","CTC3_p9.CTC3_p9312","NTC","M1940.33","#C594BF","Early nascent mesoderm"
"1328","CTC3_p9.CTC3_p9313","NTC","M1924.81","#C594BF","Early nascent mesoderm"
"1329","CTC3_p9.CTC3_p9314","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1330","CTC3_p9.CTC3_p9315","NTC","M977.37","#635547","Epiblast"
"1331","CTC3_p9.CTC3_p9316","NTC","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"1332","CTC3_p9.CTC3_p9317","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1333","CTC3_p9.CTC3_p9319","NTC","M1518.42","#ffd854","Chorion progenitors"
"1334","CTC3_p9.CTC3_p9320","NTC","M899.08","#635547","Epiblast"
"1335","CTC3_p9.CTC3_p9322","NTC","M910.62","#9e6762","Caudal epiblast"
"1336","CTC3_p9.CTC3_p9324","NTC","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"1337","CTC3_p9.CTC3_p9326","NTC","M90.19","#C594BF","Early nascent mesoderm"
"1338","CTC3_p9.CTC3_p9327","NTC","M1455.31","#EF5A9D","Gut"
"1339","CTC3_p9.CTC3_p9328","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1340","CTC3_p9.CTC3_p9329","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1341","CTC3_p9.CTC3_p9330","NTC","M992.65","#DABE99","Primitive streak"
"1342","CTC3_p9.CTC3_p9331","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1343","CTC3_p9.CTC3_p9333","NTC","M1270.91","#7F6874","ExE visceral endoderm"
"1344","CTC3_p9.CTC3_p9336","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1345","CTC3_p9.CTC3_p9337","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1346","CTC3_p9.CTC3_p9338","NTC","M880.44","#635547","Epiblast"
"1347","CTC3_p9.CTC3_p9339","NTC","M903.97","#635547","Epiblast"
"1348","CTC3_p9.CTC3_p9340","NTC","M1944.15","#C594BF","Early nascent mesoderm"
"1349","CTC3_p9.CTC3_p9342","NTC","M943.40","#635547","Epiblast"
"1350","CTC3_p9.CTC3_p9344","NTC","M25.54","#C594BF","Early nascent mesoderm"
"1351","CTC3_p9.CTC3_p9345","NTC","M908.72","#635547","Epiblast"
"1352","CTC3_p9.CTC3_p9346","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1353","CTC3_p9.CTC3_p9348","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1354","CTC3_p9.CTC3_p9349","NTC","M976.37","#635547","Epiblast"
"1355","CTC3_p9.CTC3_p9350","NTC","M1924.81","#C594BF","Early nascent mesoderm"
"1356","CTC3_p9.CTC3_p9351","NTC","M899.08","#635547","Epiblast"
"1357","CTC3_p9.CTC3_p9352","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"1358","CTC3_p9.CTC3_p9353","NTC","M1396.07","#EF5A9D","Gut"
"1359","CTC3_p9.CTC3_p9354","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1360","CTC3_p9.CTC3_p9355","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1361","CTC3_p9.CTC3_p9356","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"1362","CTC3_p9.CTC3_p9357","NTC","M880.44","#635547","Epiblast"
"1363","CTC3_p9.CTC3_p9359","NTC","M2045.92","#DABE99","Primitive streak"
"1364","CTC3_p9.CTC3_p9360","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1365","CTC3_p9.CTC3_p9361","NTC","M937.24","#90BF75","Definitive ectoderm"
"1366","CTC3_p9.CTC3_p9363","NTC","M771.80","#cc7818","Amnion/Chorion progenitor"
"1367","CTC3_p9.CTC3_p9364","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1368","CTC3_p9.CTC3_p9365","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1369","CTC3_p9.CTC3_p9368","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1370","CTC3_p9.CTC3_p9369","NTC","M732.76","#8870ad","ExE mesoderm"
"1371","CTC3_p9.CTC3_p9370","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1372","CTC3_p9.CTC3_p9371","NTC","M957.27","#DABE99","Primitive streak"
"1373","CTC3_p9.CTC3_p9372","NTC","M1940.33","#C594BF","Early nascent mesoderm"
"1374","CTC3_p9.CTC3_p9374","NTC","M880.44","#635547","Epiblast"
"1375","CTC3_p9.CTC3_p9377","NTC","M961.75","#90BF75","Definitive ectoderm"
"1376","CTC3_p9.CTC3_p9378","NTC","M1570.90","#ffd854","Chorion progenitors"
"1377","CTC3_p9.CTC3_p9379","NTC","M948.23","#635547","Epiblast"
"1378","CTC3_p15.CTC3_p15001","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1379","CTC3_p15.CTC3_p15002","NTC","M944.73","#635547","Epiblast"
"1380","CTC3_p15.CTC3_p15004","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"1381","CTC3_p15.CTC3_p15005","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"1382","CTC3_p15.CTC3_p15006","NTC","M30.95","#DFCDE4","Late nascent mesoderm"
"1383","CTC3_p15.CTC3_p15011","NTC","M1077.15","#d6616b","EPC progenitors"
"1384","CTC3_p15.CTC3_p15012","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1385","CTC3_p15.CTC3_p15013","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1386","CTC3_p15.CTC3_p15015","NTC","M1077.15","#d6616b","EPC progenitors"
"1387","CTC3_p15.CTC3_p15017","NTC","M903.97","#635547","Epiblast"
"1388","CTC3_p15.CTC3_p15019","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1389","CTC3_p15.CTC3_p15020","NTC","M892.10","#635547","Epiblast"
"1390","CTC3_p15.CTC3_p15022","NTC","M1396.07","#EF5A9D","Gut"
"1391","CTC3_p15.CTC3_p15025","NTC","M972.40","#635547","Epiblast"
"1392","CTC3_p15.CTC3_p15027","NTC","M739.69","#8870ad","ExE mesoderm"
"1393","CTC3_p15.CTC3_p15028","NTC","M833.11","#cc7818","Amnion/Chorion progenitor"
"1394","CTC3_p15.CTC3_p15030","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1395","CTC3_p15.CTC3_p15032","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1396","CTC3_p15.CTC3_p15033","NTC","M959.17","#90BF75","Definitive ectoderm"
"1397","CTC3_p15.CTC3_p15034","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1398","CTC3_p15.CTC3_p15035","NTC","M934.58","#635547","Epiblast"
"1399","CTC3_p15.CTC3_p15037","NTC","M116.01","#C594BF","Early nascent mesoderm"
"1400","CTC3_p15.CTC3_p15038","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1401","CTC3_p15.CTC3_p15039","NTC","M1077.15","#d6616b","EPC progenitors"
"1402","CTC3_p15.CTC3_p15041","NTC","M1077.15","#d6616b","EPC progenitors"
"1403","CTC3_p15.CTC3_p15043","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1404","CTC3_p15.CTC3_p15045","NTC","M1570.90","#ffd854","Chorion progenitors"
"1405","CTC3_p15.CTC3_p15046","NTC","M926.33","#635547","Epiblast"
"1406","CTC3_p15.CTC3_p15047","NTC","M1396.07","#EF5A9D","Gut"
"1407","CTC3_p15.CTC3_p15053","NTC","M1077.15","#d6616b","EPC progenitors"
"1408","CTC3_p15.CTC3_p15054","NTC","M1396.07","#EF5A9D","Gut"
"1409","CTC3_p15.CTC3_p15055","NTC","M1077.15","#d6616b","EPC progenitors"
"1410","CTC3_p15.CTC3_p15057","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"1411","CTC3_p15.CTC3_p15059","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"1412","CTC3_p15.CTC3_p15060","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1413","CTC3_p15.CTC3_p15063","NTC","M943.40","#635547","Epiblast"
"1414","CTC3_p15.CTC3_p15064","NTC","M943.40","#635547","Epiblast"
"1415","CTC3_p15.CTC3_p15066","NTC","M1093.52","#67000d","TGC progenitors"
"1416","CTC3_p15.CTC3_p15067","NTC","M2045.92","#DABE99","Primitive streak"
"1417","CTC3_p15.CTC3_p15068","NTC","M892.10","#635547","Epiblast"
"1418","CTC3_p15.CTC3_p15069","NTC","M934.58","#635547","Epiblast"
"1419","CTC3_p15.CTC3_p15070","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1420","CTC3_p15.CTC3_p15071","NTC","M726.25","#8870ad","ExE mesoderm"
"1421","CTC3_p15.CTC3_p15072","NTC","M916.40","#635547","Epiblast"
"1422","CTC3_p15.CTC3_p15073","NTC","M934.58","#635547","Epiblast"
"1423","CTC3_p15.CTC3_p15075","NTC","M1396.07","#EF5A9D","Gut"
"1424","CTC3_p15.CTC3_p15076","NTC","M926.33","#635547","Epiblast"
"1425","CTC3_p15.CTC3_p15078","NTC","M995.99","#90BF75","Definitive ectoderm"
"1426","CTC3_p15.CTC3_p15080","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"1427","CTC3_p15.CTC3_p15082","NTC","M908.72","#635547","Epiblast"
"1428","CTC3_p15.CTC3_p15083","NTC","M976.37","#635547","Epiblast"
"1429","CTC3_p15.CTC3_p15084","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1430","CTC3_p15.CTC3_p15085","NTC","M892.10","#635547","Epiblast"
"1431","CTC3_p15.CTC3_p15087","NTC","M926.33","#635547","Epiblast"
"1432","CTC3_p15.CTC3_p15088","NTC","M948.23","#635547","Epiblast"
"1433","CTC3_p15.CTC3_p15090","NTC","M1385.69","#EF5A9D","Gut"
"1434","CTC3_p15.CTC3_p15091","NTC","M1077.15","#d6616b","EPC progenitors"
"1435","CTC3_p15.CTC3_p15092","NTC","M1077.15","#d6616b","EPC progenitors"
"1436","CTC3_p15.CTC3_p15093","NTC","M910.62","#9e6762","Caudal epiblast"
"1437","CTC3_p15.CTC3_p15094","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1438","CTC3_p15.CTC3_p15095","NTC","M1920.13","#DFCDE4","Late nascent mesoderm"
"1439","CTC3_p15.CTC3_p15096","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1440","CTC3_p15.CTC3_p15098","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1441","CTC3_p15.CTC3_p15099","NTC","M972.40","#635547","Epiblast"
"1442","CTC3_p15.CTC3_p15100","NTC","M1396.07","#EF5A9D","Gut"
"1443","CTC3_p15.CTC3_p15101","NTC","M1940.33","#C594BF","Early nascent mesoderm"
"1444","CTC3_p15.CTC3_p15103","NTC","M2485.22","#7F6874","ExE visceral endoderm"
"1445","CTC3_p15.CTC3_p15104","NTC","M892.10","#635547","Epiblast"
"1446","CTC3_p15.CTC3_p15105","NTC","M1093.52","#67000d","TGC progenitors"
"1447","CTC3_p15.CTC3_p15106","NTC","M924.30","#90BF75","Definitive ectoderm"
"1448","CTC3_p15.CTC3_p15109","NTC","M892.10","#635547","Epiblast"
"1449","CTC3_p15.CTC3_p15110","NTC","M1093.52","#67000d","TGC progenitors"
"1450","CTC3_p15.CTC3_p15111","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"1451","CTC3_p15.CTC3_p15112","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1452","CTC3_p15.CTC3_p15113","NTC","M1012.20","#d6616b","EPC progenitors"
"1453","CTC3_p15.CTC3_p15115","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1454","CTC3_p15.CTC3_p15116","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1455","CTC3_p15.CTC3_p15117","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1456","CTC3_p15.CTC3_p15120","NTC","M116.01","#C594BF","Early nascent mesoderm"
"1457","CTC3_p15.CTC3_p15121","NTC","M880.44","#635547","Epiblast"
"1458","CTC3_p15.CTC3_p15122","NTC","M943.40","#635547","Epiblast"
"1459","CTC3_p15.CTC3_p15124","NTC","M1093.52","#67000d","TGC progenitors"
"1460","CTC3_p15.CTC3_p15128","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1461","CTC3_p15.CTC3_p15130","NTC","M908.72","#635547","Epiblast"
"1462","CTC3_p15.CTC3_p15134","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1463","CTC3_p15.CTC3_p15135","NTC","M1515.51","#ffd854","Chorion progenitors"
"1464","CTC3_p15.CTC3_p15137","NTC","M944.73","#635547","Epiblast"
"1465","CTC3_p15.CTC3_p15139","NTC","M948.23","#635547","Epiblast"
"1466","CTC3_p15.CTC3_p15145","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1467","CTC3_p15.CTC3_p15146","NTC","M937.24","#90BF75","Definitive ectoderm"
"1468","CTC3_p15.CTC3_p15149","NTC","M1093.52","#67000d","TGC progenitors"
"1469","CTC3_p15.CTC3_p15150","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1470","CTC3_p15.CTC3_p15151","NTC","M1396.07","#EF5A9D","Gut"
"1471","CTC3_p15.CTC3_p15154","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1472","CTC3_p15.CTC3_p15158","NTC","M937.24","#90BF75","Definitive ectoderm"
"1473","CTC3_p15.CTC3_p15159","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1474","CTC3_p15.CTC3_p15160","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1475","CTC3_p15.CTC3_p15161","NTC","M1077.15","#d6616b","EPC progenitors"
"1476","CTC3_p15.CTC3_p15162","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1477","CTC3_p15.CTC3_p15163","NTC","M961.75","#90BF75","Definitive ectoderm"
"1478","CTC3_p15.CTC3_p15165","NTC","M1396.07","#EF5A9D","Gut"
"1479","CTC3_p15.CTC3_p15167","NTC","M999.77","#635547","Epiblast"
"1480","CTC3_p15.CTC3_p15169","NTC","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"1481","CTC3_p15.CTC3_p15170","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1482","CTC3_p15.CTC3_p15171","NTC","M1093.52","#67000d","TGC progenitors"
"1483","CTC3_p15.CTC3_p15173","NTC","M1385.69","#EF5A9D","Gut"
"1484","CTC3_p15.CTC3_p15174","NTC","M926.33","#635547","Epiblast"
"1485","CTC3_p15.CTC3_p15176","NTC","M908.72","#635547","Epiblast"
"1486","CTC3_p15.CTC3_p15178","NTC","M1077.15","#d6616b","EPC progenitors"
"1487","CTC3_p15.CTC3_p15180","NTC","M2045.92","#DABE99","Primitive streak"
"1488","CTC3_p15.CTC3_p15182","NTC","M1077.15","#d6616b","EPC progenitors"
"1489","CTC3_p15.CTC3_p15183","NTC","M1920.13","#DFCDE4","Late nascent mesoderm"
"1490","CTC3_p15.CTC3_p15184","NTC","M961.75","#90BF75","Definitive ectoderm"
"1491","CTC3_p15.CTC3_p15186","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"1492","CTC3_p15.CTC3_p15188","NTC","M957.27","#DABE99","Primitive streak"
"1493","CTC3_p15.CTC3_p15191","NTC","M910.62","#9e6762","Caudal epiblast"
"1494","CTC3_p15.CTC3_p15193","NTC","M899.08","#635547","Epiblast"
"1495","CTC3_p15.CTC3_p15194","NTC","M899.08","#635547","Epiblast"
"1496","CTC3_p15.CTC3_p15196","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1497","CTC3_p15.CTC3_p15197","NTC","M1396.07","#EF5A9D","Gut"
"1498","CTC3_p15.CTC3_p15198","NTC","M924.30","#90BF75","Definitive ectoderm"
"1499","CTC3_p15.CTC3_p15199","NTC","M771.80","#cc7818","Amnion/Chorion progenitor"
"1500","CTC3_p15.CTC3_p15200","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1501","CTC3_p15.CTC3_p15201","NTC","M880.44","#635547","Epiblast"
"1502","CTC3_p15.CTC3_p15203","NTC","M1455.31","#EF5A9D","Gut"
"1503","CTC3_p15.CTC3_p15205","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1504","CTC3_p15.CTC3_p15208","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1505","CTC3_p15.CTC3_p15209","NTC","M880.44","#635547","Epiblast"
"1506","CTC3_p15.CTC3_p15214","NTC","M910.62","#9e6762","Caudal epiblast"
"1507","CTC3_p15.CTC3_p15215","NTC","M1093.52","#67000d","TGC progenitors"
"1508","CTC3_p15.CTC3_p15216","NTC","M926.33","#635547","Epiblast"
"1509","CTC3_p15.CTC3_p15217","NTC","M948.23","#635547","Epiblast"
"1510","CTC3_p15.CTC3_p15219","NTC","M960.97","#DABE99","Primitive streak"
"1511","CTC3_p15.CTC3_p15220","NTC","M892.10","#635547","Epiblast"
"1512","CTC3_p15.CTC3_p15221","NTC","M892.10","#635547","Epiblast"
"1513","CTC3_p15.CTC3_p15222","NTC","M948.23","#635547","Epiblast"
"1514","CTC3_p15.CTC3_p15224","NTC","M1518.42","#ffd854","Chorion progenitors"
"1515","CTC3_p15.CTC3_p15225","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"1516","CTC3_p15.CTC3_p15226","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1517","CTC3_p15.CTC3_p15227","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1518","CTC3_p15.CTC3_p15228","NTC","M1077.15","#d6616b","EPC progenitors"
"1519","CTC3_p15.CTC3_p15229","NTC","M926.33","#635547","Epiblast"
"1520","CTC3_p15.CTC3_p15230","NTC","M960.97","#DABE99","Primitive streak"
"1521","CTC3_p15.CTC3_p15231","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1522","CTC3_p15.CTC3_p15232","NTC","M959.17","#90BF75","Definitive ectoderm"
"1523","CTC3_p15.CTC3_p15233","NTC","M976.37","#635547","Epiblast"
"1524","CTC3_p15.CTC3_p15234","NTC","M943.40","#635547","Epiblast"
"1525","CTC3_p15.CTC3_p15240","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1526","CTC3_p15.CTC3_p15241","NTC","M809.18","#cc7818","Amnion/Chorion progenitor"
"1527","CTC3_p15.CTC3_p15242","NTC","M999.77","#635547","Epiblast"
"1528","CTC3_p15.CTC3_p15243","NTC","M1012.20","#d6616b","EPC progenitors"
"1529","CTC3_p15.CTC3_p15244","NTC","M1093.52","#67000d","TGC progenitors"
"1530","CTC3_p15.CTC3_p15245","NTC","M833.11","#cc7818","Amnion/Chorion progenitor"
"1531","CTC3_p15.CTC3_p15247","NTC","M880.44","#635547","Epiblast"
"1532","CTC3_p15.CTC3_p15248","NTC","M892.10","#635547","Epiblast"
"1533","CTC3_p15.CTC3_p15249","NTC","M934.58","#635547","Epiblast"
"1534","CTC3_p15.CTC3_p15254","NTC","M1077.15","#d6616b","EPC progenitors"
"1535","CTC3_p15.CTC3_p15257","NTC","M957.27","#DABE99","Primitive streak"
"1536","CTC3_p15.CTC3_p15259","NTC","M2046.36","#C594BF","Early nascent mesoderm"
"1537","CTC3_p15.CTC3_p15261","NTC","M892.10","#635547","Epiblast"
"1538","CTC3_p15.CTC3_p15263","NTC","M899.08","#635547","Epiblast"
"1539","CTC3_p15.CTC3_p15265","NTC","M1077.15","#d6616b","EPC progenitors"
"1540","CTC3_p15.CTC3_p15266","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1541","CTC3_p15.CTC3_p15268","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"1542","CTC3_p15.CTC3_p15270","NTC","M908.72","#635547","Epiblast"
"1543","CTC3_p15.CTC3_p15272","NTC","M1093.52","#67000d","TGC progenitors"
"1544","CTC3_p15.CTC3_p15274","NTC","M1093.52","#67000d","TGC progenitors"
"1545","CTC3_p15.CTC3_p15275","NTC","M934.58","#635547","Epiblast"
"1546","CTC3_p15.CTC3_p15276","NTC","M1396.07","#EF5A9D","Gut"
"1547","CTC3_p15.CTC3_p15277","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1548","CTC3_p15.CTC3_p15278","NTC","M1953.95","#9e6762","Caudal epiblast"
"1549","CTC3_p15.CTC3_p15279","NTC","M739.69","#8870ad","ExE mesoderm"
"1550","CTC3_p15.CTC3_p15281","NTC","M1010.58","#d6616b","EPC progenitors"
"1551","CTC3_p15.CTC3_p15284","NTC","M1944.15","#C594BF","Early nascent mesoderm"
"1552","CTC3_p15.CTC3_p15285","NTC","M943.40","#635547","Epiblast"
"1553","CTC3_p15.CTC3_p15286","NTC","M1093.52","#67000d","TGC progenitors"
"1554","CTC3_p15.CTC3_p15287","NTC","M1940.33","#C594BF","Early nascent mesoderm"
"1555","CTC3_p15.CTC3_p15288","NTC","M926.33","#635547","Epiblast"
"1556","CTC3_p15.CTC3_p15289","NTC","M892.10","#635547","Epiblast"
"1557","CTC3_p15.CTC3_p15290","NTC","M892.10","#635547","Epiblast"
"1558","CTC3_p15.CTC3_p15291","NTC","M1093.52","#67000d","TGC progenitors"
"1559","CTC3_p15.CTC3_p15293","NTC","M995.99","#90BF75","Definitive ectoderm"
"1560","CTC3_p15.CTC3_p15295","NTC","M961.75","#90BF75","Definitive ectoderm"
"1561","CTC3_p15.CTC3_p15297","NTC","M1518.42","#ffd854","Chorion progenitors"
"1562","CTC3_p15.CTC3_p15301","NTC","M1093.52","#67000d","TGC progenitors"
"1563","CTC3_p15.CTC3_p15302","NTC","M976.37","#635547","Epiblast"
"1564","CTC3_p15.CTC3_p15303","NTC","M2046.36","#C594BF","Early nascent mesoderm"
"1565","CTC3_p15.CTC3_p15305","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1566","CTC3_p15.CTC3_p15307","NTC","M2012.18","#C594BF","Early nascent mesoderm"
