"","x"
"5302","Adam8;Mir7062"
"5303","Adat3;Mir6912;Scamp4"
"5304","Adi1;Mir6937"
"5305","Akt1;Mir6939"
"5306","Akt1s1;Mir707"
"5307","Aldh4a1;Mir7020"
"5308","Alg10b;Mir7648"
"5309","Ank;Mir7117"
"5310","Ankrd10;Mir7238"
"5311","Ankrd52;Mir6914;Mir6915"
"5312","Anxa5;Mir7009"
"5313","Ap2a2;Mir7063"
"5314","Apba3;Mir3057"
"5315","Aqr;Mir7002"
"5316","Arap3;Mir6980;Mir6981"
"5317","Arhgef17;Mir3102"
"5318","Armcx3;Mir7093"
"5319","Arrb2;Mir7115"
"5320","Atp1a3;Mir7047"
"5321","Atp2b4;Mir6903"
"5322","Atp6v0a1;Mir6928"
"5323","Atp9a;Mir7004"
"5324","Azin1;Mir6951"
"5325","BC017158;Mir3103"
"5326","Baiap3;Mir3547"
"5327","Bin2;Mir6961"
"5328","Brsk2;Mir3104"
"5329","C2cd2;Mir6964"
"5330","C3;Mir6978"
"5331","Camk2a;Mir6982"
"5332","Ccnf;Mir5134;Mir6965"
"5333","Cd27;Mir8113"
"5334","Cd74;Mir5107"
"5335","Cd82;Mir7001"
"5336","Cdc25a;Mir7089"
"5337","Cep170b;Mir6940"
"5338","Cfb;Mir6972"
"5339","Cln3;Mir7059"
"5340","Clps;Mir6969"
"5341","Clspn;Mir7119"
"5342","Cmip;Mir7077;Mir7078"
"5343","Cnot1;Mir7073"
"5344","Col7a1;Mir711"
"5345","Cpa3;Mir7007"
"5346","Cpne7;Mir7080"
"5347","Csf1r;Mir6983"
"5348","Csf2rb2;Mir7676-1"
"5349","Cstf2;Mir3112"
"5350","Ctdsp2;Mir26a-2;Mir546"
"5351","Ctnnb1;Mir7090"
"5352","Ctrb1;Mir7076"
"5353","Cul4a;Mir7065"
"5354","Cyp2d11;Mir7684"
"5355","DQ553968;Mir8098;Wdfy2"
"5356","Dazap1;Mir6911"
"5357","Dbn1;Mir6944"
"5358","Dcakd;Mir6931"
"5359","Ddhd1;Mir5131"
"5360","Ddx39b;H2-Q6;H2-Q7;H2-Q8;Mir6975;Mir8094"
"5361","Ddx5;Mir3064"
"5362","Dedd2;Mir7048"
"5363","Dennd4b;Mir7012"
"5364","Dennd6b;Mir6958"
"5365","Dgcr8;Gm24572;Mir1306"
"5366","Dgkz;Mir6999"
"5367","Diaph1;Mir6979"
"5368","Dio3os;Mir1247"
"5369","Dmpk;Mir3100"
"5370","Dnase1l1;Mir7091"
"5371","Dnmt1;Mir7081"
"5372","Dock6;Mir7083"
"5373","Dohh;Mir6913"
"5374","Dst;Mir6896"
"5375","Dvl2;Mir324"
"5376","Ecm1;Mir7014"
"5377","Eif3b;Mir7038"
"5378","Elof1;Mir7084"
"5379","Ep400;Mir7026"
"5380","Epc1;Mir1893"
"5381","Epo;Gnb2;Mir6418"
"5382","Erbb3;Mir6917"
"5383","Ercc2;Mir343"
"5384","Esrra;Mir6990"
"5385","Esyt1;Mir6916"
"5386","Etfb;Mir7051"
"5387","Fads1;Mir6993"
"5388","Fam50a;Mir7092"
"5389","Fam65a;Mir1966"
"5390","Farsa;Mir7069"
"5391","Fbrs;Mir7060"
"5392","Fbxo6;Mir7022"
"5393","Fbxw9;Mir7070"
"5394","Fdx1l;Gm38431;Mir7082;Raver1;Zglp1"
"5395","Fnbp1l;Mir7657"
"5396","Foxj2;Mir7231"
"5397","Fubp3;Mir6998"
"5398","Fxyd5;Mir7050"
"5399","Gcn1l1;Mir7029"
"5400","Gfra4;Mir6973b"
"5401","Gga1;Mir6955"
"5402","Glul;Mir8114"
"5403","Gm13648;Mir429"
"5404","Gm15987;Mir7649"
"5405","Gm5134;Mir6409"
"5406","Grap2;Mir6957"
"5407","Grk6;Mir6943"
"5408","Grm8;Mir592"
"5409","Gucy1a3;Mir7010"
"5410","H19;Mir675"
"5411","Hdac5;Mir8101"
"5412","Heatr3;Mir7071"
"5413","Helz;Mir6932"
"5414","Hip1r;Mir7032"
"5415","Hipk3;Mir1902"
"5416","Hspg2;Mir7018"
"5417","Il10ra;Mir7086"
"5418","Inpp5b;Mir698"
"5419","Ints1;Mir7037"
"5420","Ispd;Mir3472"
"5421","Itga5;Mir6963"
"5422","Itpr3;Mir7677"
"5423","Jag2;Mir6941"
"5424","Josd2;Mir7052"
"5425","Kansl3;Mir6898"
"5426","Kif1c;Mir6925"
"5427","Kif27;Mir6369"
"5428","Klf7;Mir6899"
"5429","Klhl17;Mir7658"
"5430","Krcc1;Mir8112"
"5431","LOC106557447;Mir31"
"5432","Lama5;Mir7005"
"5433","Lat;Mir7058"
"5434","Linc-md1;Mir133b"
"5435","Loxl2;Mir6950"
"5436","Loxl3;Mir7040"
"5437","Lrfn1;Mir466f-2"
"5438","Lrig1;Mir7041"
"5439","Lrrk1;Mir7057"
"5440","Lta;Mir6974"
"5441","Ltb;Mir6973a"
"5442","Map4k2;Mir6989"
"5443","Mapk8ip1;Mir7000"
"5444","Marc2;Mir1981"
"5445","Mcpt8;Mir6949"
"5446","Med23;Mir6905"
"5447","Meg3;Mir1906-1;Mir770"
"5448","Mgat4b;Mir6919"
"5449","Mir100"
"5450","Mir101b"
"5451","Mir101c"
"5452","Mir103-1"
"5453","Mir103-2"
"5454","Mir105"
"5455","Mir106b"
"5456","Mir107"
"5457","Mir10a"
"5458","Mir10b"
"5459","Mir1187"
"5460","Mir1188"
"5461","Mir1190"
"5462","Mir1191"
"5463","Mir1191b"
"5464","Mir1192"
"5465","Mir1193"
"5466","Mir1195"
"5467","Mir1197"
"5468","Mir1198"
"5469","Mir122"
"5470","Mir1224;Vwa5b2"
"5471","Mir1249"
"5472","Mir124a-1;Mir124a-1hg;Mir3078"
"5473","Mir124a-2"
"5474","Mir124a-3"
"5475","Mir1251"
"5476","Mir1258"
"5477","Mir125a"
"5478","Mir125b-1"
"5479","Mir125b-2"
"5480","Mir1264"
"5481","Mir126a"
"5482","Mir126b"
"5483","Mir128-1"
"5484","Mir128-2"
"5485","Mir129-1"
"5486","Mir129-2"
"5487","Mir1298"
"5488","Mir129b"
"5489","Mir130a"
"5490","Mir130b"
"5491","Mir130c"
"5492","Mir132"
"5493","Mir133a-1"
"5494","Mir133a-2"
"5495","Mir133c"
"5496","Mir134;Mir369;Mir382;Mir410;Mir412;Mir485;Mir668;Mirg"
"5497","Mir135a-1"
"5498","Mir135a-2"
"5499","Mir135b"
"5500","Mir136"
"5501","Mir137"
"5502","Mir138-1"
"5503","Mir138-2"
"5504","Mir139"
"5505","Mir140"
"5506","Mir141"
"5507","Mir142"
"5508","Mir142b"
"5509","Mir143"
"5510","Mir143hg"
"5511","Mir145a"
"5512","Mir145b"
"5513","Mir146"
"5514","Mir146b"
"5515","Mir148a"
"5516","Mir148b"
"5517","Mir149"
"5518","Mir150"
"5519","Mir151"
"5520","Mir152"
"5521","Mir153"
"5522","Mir154"
"5523","Mir155;Mir155hg"
"5524","Mir15a"
"5525","Mir15b"
"5526","Mir16-1"
"5527","Mir16-2"
"5528","Mir17"
"5529","Mir17hg"
"5530","Mir18"
"5531","Mir181a-1"
"5532","Mir181a-2"
"5533","Mir181b-2"
"5534","Mir181c"
"5535","Mir181d"
"5536","Mir182"
"5537","Mir1839"
"5538","Mir184"
"5539","Mir185"
"5540","Mir186"
"5541","Mir187"
"5542","Mir188"
"5543","Mir1892;Sptssa"
"5544","Mir1894"
"5545","Mir1896"
"5546","Mir1897;Sox2ot"
"5547","Mir1898"
"5548","Mir1899"
"5549","Mir18b"
"5550","Mir1900"
"5551","Mir1901"
"5552","Mir1903;Nrp1"
"5553","Mir1904"
"5554","Mir1905"
"5555","Mir1906-1"
"5556","Mir1907;Trps1"
"5557","Mir190a"
"5558","Mir190b"
"5559","Mir1912"
"5560","Mir192"
"5561","Mir1927"
"5562","Mir1928"
"5563","Mir1929"
"5564","Mir1930"
"5565","Mir1931"
"5566","Mir1932"
"5567","Mir1933"
"5568","Mir1934"
"5569","Mir1936"
"5570","Mir1938"
"5571","Mir193a"
"5572","Mir193b"
"5573","Mir194-1"
"5574","Mir194-2"
"5575","Mir1941"
"5576","Mir1942"
"5577","Mir1943"
"5578","Mir1945"
"5579","Mir1946a"
"5580","Mir1946b"
"5581","Mir1947"
"5582","Mir1948"
"5583","Mir1949"
"5584","Mir1950"
"5585","Mir1951"
"5586","Mir1952"
"5587","Mir1953"
"5588","Mir1954"
"5589","Mir1955"
"5590","Mir1956"
"5591","Mir1957a"
"5592","Mir1957b"
"5593","Mir1958"
"5594","Mir195a"
"5595","Mir195b"
"5596","Mir1960"
"5597","Mir1961"
"5598","Mir1962"
"5599","Mir1963"
"5600","Mir1964"
"5601","Mir1967"
"5602","Mir1968"
"5603","Mir1969"
"5604","Mir196a-1"
"5605","Mir196a-2"
"5606","Mir196b"
"5607","Mir1970"
"5608","Mir1971"
"5609","Mir1983"
"5610","Mir199a-1"
"5611","Mir199b"
"5612","Mir19a"
"5613","Mir19b-2"
"5614","Mir1a-1"
"5615","Mir1a-2"
"5616","Mir1b"
"5617","Mir200a"
"5618","Mir200b"
"5619","Mir200c"
"5620","Mir201"
"5621","Mir203"
"5622","Mir204"
"5623","Mir208a"
"5624","Mir208b"
"5625","Mir20a"
"5626","Mir20b"
"5627","Mir210"
"5628","Mir211"
"5629","Mir212"
"5630","Mir2136"
"5631","Mir2137"
"5632","Mir216a"
"5633","Mir216b"
"5634","Mir216c"
"5635","Mir217"
"5636","Mir218-1"
"5637","Mir218-2"
"5638","Mir219a-1"
"5639","Mir219a-2"
"5640","Mir219b"
"5641","Mir219c"
"5642","Mir21a;Vmp1"
"5643","Mir21b"
"5644","Mir21c"
"5645","Mir221"
"5646","Mir222"
"5647","Mir224"
"5648","Mir22;Mir22hg"
"5649","Mir23a"
"5650","Mir24-2"
"5651","Mir25"
"5652","Mir26a-1"
"5653","Mir26b"
"5654","Mir27a"
"5655","Mir2861"
"5656","Mir28a"
"5657","Mir28b"
"5658","Mir28c"
"5659","Mir290a"
"5660","Mir290b"
"5661","Mir292b"
"5662","Mir296"
"5663","Mir297a-3"
"5664","Mir298"
"5665","Mir299a"
"5666","Mir299b"
"5667","Mir29a"
"5668","Mir29b-1"
"5669","Mir300"
"5670","Mir301"
"5671","Mir301b"
"5672","Mir302a"
"5673","Mir302b"
"5674","Mir302c"
"5675","Mir302d"
"5676","Mir3058"
"5677","Mir3059"
"5678","Mir3060"
"5679","Mir3061"
"5680","Mir3065"
"5681","Mir3066"
"5682","Mir3067"
"5683","Mir3068"
"5684","Mir3070a"
"5685","Mir3070b"
"5686","Mir3072"
"5687","Mir3073a"
"5688","Mir3073b"
"5689","Mir3074-1"
"5690","Mir3074-2"
"5691","Mir3075"
"5692","Mir3076;Tkt"
"5693","Mir3079"
"5694","Mir3080"
"5695","Mir3081"
"5696","Mir3082;Stub1"
"5697","Mir3083"
"5698","Mir3085"
"5699","Mir3086"
"5700","Mir3088"
"5701","Mir3089"
"5702","Mir3090"
"5703","Mir3092"
"5704","Mir3093"
"5705","Mir3094;Nfx1"
"5706","Mir3095"
"5707","Mir3097;Rgs12"
"5708","Mir3098"
"5709","Mir3099"
"5710","Mir30a"
"5711","Mir30b"
"5712","Mir30c-1"
"5713","Mir30c-2"
"5714","Mir30d"
"5715","Mir30e"
"5716","Mir30f"
"5717","Mir3101;Rab4b"
"5718","Mir3105"
"5719","Mir3106"
"5720","Mir3107"
"5721","Mir3108"
"5722","Mir3109"
"5723","Mir3110"
"5724","Mir32"
"5725","Mir320"
"5726","Mir323"
"5727","Mir325"
"5728","Mir326"
"5729","Mir327"
"5730","Mir328"
"5731","Mir329"
"5732","Mir33"
"5733","Mir330"
"5734","Mir331;Vezt"
"5735","Mir335"
"5736","Mir337"
"5737","Mir338"
"5738","Mir339"
"5739","Mir340"
"5740","Mir341"
"5741","Mir342"
"5742","Mir344"
"5743","Mir344-2"
"5744","Mir344b"
"5745","Mir344c"
"5746","Mir344d-1"
"5747","Mir344d-2"
"5748","Mir344d-3"
"5749","Mir344e"
"5750","Mir344f"
"5751","Mir344h-2"
"5752","Mir344i"
"5753","Mir345"
"5754","Mir346"
"5755","Mir3470a"
"5756","Mir3470b"
"5757","Mir3471-1"
"5758","Mir3471-2"
"5759","Mir3473a"
"5760","Mir3473c"
"5761","Mir3473d"
"5762","Mir3473e"
"5763","Mir3473f"
"5764","Mir3473g"
"5765","Mir3475"
"5766","Mir34a"
"5767","Mir34b"
"5768","Mir34c"
"5769","Mir350"
"5770","Mir3544"
"5771","Mir3569"
"5772","Mir361"
"5773","Mir362"
"5774","Mir3620"
"5775","Mir363"
"5776","Mir365-1"
"5777","Mir365-2"
"5778","Mir367"
"5779","Mir370"
"5780","Mir374b"
"5781","Mir374c"
"5782","Mir375"
"5783","Mir376a"
"5784","Mir376b"
"5785","Mir376c"
"5786","Mir377"
"5787","Mir378a"
"5788","Mir378b"
"5789","Mir378c"
"5790","Mir378d"
"5791","Mir379"
"5792","Mir380"
"5793","Mir381"
"5794","Mir383"
"5795","Mir384"
"5796","Mir3960"
"5797","Mir3961"
"5798","Mir3962"
"5799","Mir3963"
"5800","Mir3964"
"5801","Mir3965"
"5802","Mir3966"
"5803","Mir3967"
"5804","Mir3968"
"5805","Mir3969"
"5806","Mir3970"
"5807","Mir3971"
"5808","Mir409"
"5809","Mir411"
"5810","Mir421"
"5811","Mir423"
"5812","Mir425"
"5813","Mir431"
"5814","Mir432"
"5815","Mir434"
"5816","Mir448"
"5817","Mir449a"
"5818","Mir449b"
"5819","Mir449c"
"5820","Mir450-1"
"5821","Mir450-2"
"5822","Mir450b"
"5823","Mir451a"
"5824","Mir451b"
"5825","Mir452"
"5826","Mir453"
"5827","Mir455"
"5828","Mir463"
"5829","Mir465"
"5830","Mir465b-1"
"5831","Mir465c-1"
"5832","Mir465c-2"
"5833","Mir465d"
"5834","Mir466"
"5835","Mir466b-2"
"5836","Mir466b-3"
"5837","Mir466b-4"
"5838","Mir466b-8"
"5839","Mir466c-2"
"5840","Mir466d"
"5841","Mir466f-1"
"5842","Mir466f-4"
"5843","Mir466g"
"5844","Mir466h"
"5845","Mir466i"
"5846","Mir466j"
"5847","Mir466k"
"5848","Mir466l"
"5849","Mir466m"
"5850","Mir466n"
"5851","Mir466p"
"5852","Mir466q"
"5853","Mir467a-2"
"5854","Mir467a-3"
"5855","Mir467a-4"
"5856","Mir467a-6"
"5857","Mir467a-9"
"5858","Mir467b"
"5859","Mir467c"
"5860","Mir467d"
"5861","Mir467e"
"5862","Mir467f"
"5863","Mir467g"
"5864","Mir467h"
"5865","Mir468"
"5866","Mir470"
"5867","Mir471"
"5868","Mir483"
"5869","Mir484"
"5870","Mir486"
"5871","Mir487b"
"5872","Mir488"
"5873","Mir489"
"5874","Mir490"
"5875","Mir491"
"5876","Mir493"
"5877","Mir494"
"5878","Mir495"
"5879","Mir496a"
"5880","Mir496b"
"5881","Mir497"
"5882","Mir497b"
"5883","Mir499"
"5884","Mir500"
"5885","Mir501"
"5886","Mir504"
"5887","Mir5046;Rps6ka4"
"5888","Mir505"
"5889","Mir509"
"5890","Mir5098"
"5891","Mir5099"
"5892","Mir5100"
"5893","Mir5101;Syne2"
"5894","Mir5103"
"5895","Mir5104"
"5896","Mir5106"
"5897","Mir5108"
"5898","Mir511"
"5899","Mir5110"
"5900","Mir5112"
"5901","Mir5113;Tnrc6b"
"5902","Mir5114;Scd2"
"5903","Mir5116;Mmgt1"
"5904","Mir5118"
"5905","Mir5120"
"5906","Mir5122;Slc9a1"
"5907","Mir5123"
"5908","Mir5124a"
"5909","Mir5124b"
"5910","Mir5125"
"5911","Mir5126"
"5912","Mir5127"
"5913","Mir5128"
"5914","Mir5129;Zeb2"
"5915","Mir5135"
"5916","Mir532"
"5917","Mir539"
"5918","Mir540"
"5919","Mir541"
"5920","Mir542"
"5921","Mir543"
"5922","Mir544"
"5923","Mir547"
"5924","Mir551b"
"5925","Mir5615-1"
"5926","Mir5615-2"
"5927","Mir5616"
"5928","Mir5617;Syn1"
"5929","Mir5618"
"5930","Mir5619"
"5931","Mir5620"
"5932","Mir5621"
"5933","Mir5622"
"5934","Mir5623"
"5935","Mir5624"
"5936","Mir5625;Slc35f6"
"5937","Mir5626"
"5938","Mir5627"
"5939","Mir568"
"5940","Mir5709"
"5941","Mir5710"
"5942","Mir574"
"5943","Mir582"
"5944","Mir598"
"5945","Mir599"
"5946","Mir615"
"5947","Mir6237"
"5948","Mir6238"
"5949","Mir6239"
"5950","Mir6240"
"5951","Mir6241"
"5952","Mir6244"
"5953","Mir6335"
"5954","Mir6336"
"5955","Mir6337"
"5956","Mir6338"
"5957","Mir6339"
"5958","Mir6340"
"5959","Mir6341"
"5960","Mir6342"
"5961","Mir6343"
"5962","Mir6344"
"5963","Mir6345"
"5964","Mir6346"
"5965","Mir6347"
"5966","Mir6348"
"5967","Mir6349"
"5968","Mir6350"
"5969","Mir6351"
"5970","Mir6352"
"5971","Mir6353"
"5972","Mir6354"
"5973","Mir6355"
"5974","Mir6356"
"5975","Mir6357"
"5976","Mir6358"
"5977","Mir6359;Rttn"
"5978","Mir6360"
"5979","Mir6361"
"5980","Mir6362"
"5981","Mir6363"
"5982","Mir6364"
"5983","Mir6365"
"5984","Mir6366"
"5985","Mir6367"
"5986","Mir6368"
"5987","Mir6370"
"5988","Mir6371"
"5989","Mir6372"
"5990","Mir6373"
"5991","Mir6374"
"5992","Mir6375"
"5993","Mir6376"
"5994","Mir6377"
"5995","Mir6378"
"5996","Mir6379"
"5997","Mir6380"
"5998","Mir6381"
"5999","Mir6382"
"6000","Mir6383"
"6001","Mir6384"
"6002","Mir6385"
"6003","Mir6386"
"6004","Mir6387"
"6005","Mir6388"
"6006","Mir6389"
"6007","Mir6390"
"6008","Mir6391"
"6009","Mir6392"
"6010","Mir6393"
"6011","Mir6394"
"6012","Mir6395"
"6013","Mir6396"
"6014","Mir6397"
"6015","Mir6398"
"6016","Mir6399"
"6017","Mir6400"
"6018","Mir6401"
"6019","Mir6402"
"6020","Mir6403"
"6021","Mir6404"
"6022","Mir6405"
"6023","Mir6406"
"6024","Mir6407"
"6025","Mir6408"
"6026","Mir6410"
"6027","Mir6411"
"6028","Mir6412"
"6029","Mir6413"
"6030","Mir6414"
"6031","Mir6415"
"6032","Mir6416"
"6033","Mir6417"
"6034","Mir6419"
"6035","Mir6420"
"6036","Mir6481"
"6037","Mir6516"
"6038","Mir652"
"6039","Mir653"
"6040","Mir6538"
"6041","Mir6539"
"6042","Mir654"
"6043","Mir6540"
"6044","Mir6541"
"6045","Mir6546"
"6046","Mir665"
"6047","Mir666"
"6048","Mir667"
"6049","Mir669a-1"
"6050","Mir669a-12"
"6051","Mir669a-2"
"6052","Mir669a-3"
"6053","Mir669b"
"6054","Mir669d"
"6055","Mir669d-2"
"6056","Mir669e"
"6057","Mir669f"
"6058","Mir669g"
"6059","Mir669h"
"6060","Mir669i"
"6061","Mir669j"
"6062","Mir669k"
"6063","Mir669l"
"6064","Mir669m-1"
"6065","Mir669m-2"
"6066","Mir669n"
"6067","Mir669o"
"6068","Mir6715"
"6069","Mir672"
"6070","Mir673"
"6071","Mir674"
"6072","Mir676"
"6073","Mir677"
"6074","Mir678;Prmt2"
"6075","Mir679"
"6076","Mir680-1"
"6077","Mir680-2"
"6078","Mir680-3"
"6079","Mir681"
"6080","Mir683-2"
"6081","Mir684-1"
"6082","Mir684-2"
"6083","Mir686;Psmb5"
"6084","Mir687"
"6085","Mir688"
"6086","Mir6897;Uggt1"
"6087","Mir690"
"6088","Mir6900;Ndufa10"
"6089","Mir6902;Ppp1r7"
"6090","Mir6904;Parp1"
"6091","Mir6906;Spock2"
"6092","Mir6907;Rrp1"
"6093","Mir6908;Pdxk"
"6094","Mir6909;Plpp2"
"6095","Mir691"
"6096","Mir692-2"
"6097","Mir692-3"
"6098","Mir6921;Mir6922;Srebf1"
"6099","Mir6923;Myh3"
"6100","Mir6927;Mllt6"
"6101","Mir6929;Ptges3l"
"6102","Mir693"
"6103","Mir6930;Slc25a39"
"6104","Mir6933;Pgs1"
"6105","Mir6934;Tbc1d16"
"6106","Mir6936;Sirt7"
"6107","Mir6938;Mlh3"
"6108","Mir694"
"6109","Mir6942;Zkscan3"
"6110","Mir6945;Pdlim7"
"6111","Mir6946;Sec24c"
"6112","Mir695"
"6113","Mir6952;Scrib"
"6114","Mir6959;Sbf1"
"6115","Mir6960;Troap"
"6116","Mir6968;Phf1"
"6117","Mir697"
"6118","Mir6970;Mir6971;Skiv2l"
"6119","Mir6976;Srf"
"6120","Mir6977;Ptprs"
"6121","Mir6984;Mrpl21"
"6122","Mir6985;Ssh3"
"6123","Mir6986;Rce1"
"6124","Mir6987;Pcnx3"
"6125","Mir6988;Syvn1"
"6126","Mir6992;Stx5a"
"6127","Mir6994;Patl1"
"6128","Mir6995;Sh3pxd2a"
"6129","Mir6997;Sptan1"
"6130","Mir7-1"
"6131","Mir7-2"
"6132","Mir7003;Mybl2"
"6133","Mir7006;Zfp512b"
"6134","Mir7008;Prkci"
"6135","Mir700;Rcan3"
"6136","Mir701"
"6137","Mir7011;Sema4a"
"6138","Mir7015;Smap2"
"6139","Mir7016;Tmem39b"
"6140","Mir7021;Prdm2"
"6141","Mir7023;Pik3cd"
"6142","Mir7024;Nelfa"
"6143","Mir7025;Pdgfra"
"6144","Mir7027;Ube3b"
"6145","Mir7028;Tchp"
"6146","Mir702;Plod3"
"6147","Mir7030;Rab35"
"6148","Mir7031;Sh2b3"
"6149","Mir7033;Pom121"
"6150","Mir7035;Rasa4"
"6151","Mir7036;Srrt"
"6152","Mir7036b"
"6153","Mir7039;Smurf1"
"6154","Mir7042;Tatdn2"
"6155","Mir7043;Rassf4"
"6156","Mir7044;Rasgef1a"
"6157","Mir7046;Rabac1"
"6158","Mir704;Pdia4"
"6159","Mir7053;Pold1"
"6160","Mir7054;Scaf1"
"6161","Mir7055;Slc17a7"
"6162","Mir7056;Ptpn5"
"6163","Mir705;Rab11fip5"
"6164","Mir706"
"6165","Mir7061;Plekha1"
"6166","Mir7066;Ncan"
"6167","Mir7072;Nlrc5"
"6168","Mir7074;Slc12a4"
"6169","Mir7075;Terf2"
"6170","Mir708"
"6171","Mir7085;Slc37a4"
"6172","Mir7087;Sidt2"
"6173","Mir7088;Mst1"
"6174","Mir709"
"6175","Mir7094-1"
"6176","Mir710"
"6177","Mir7118;Plxnb2"
"6178","Mir713"
"6179","Mir717"
"6180","Mir721"
"6181","Mir7210"
"6182","Mir7211"
"6183","Mir7212"
"6184","Mir7213"
"6185","Mir7214"
"6186","Mir7215"
"6187","Mir7216"
"6188","Mir7217"
"6189","Mir7218"
"6190","Mir7220"
"6191","Mir7221"
"6192","Mir7222"
"6193","Mir7223"
"6194","Mir7224"
"6195","Mir7226;Ptprf"
"6196","Mir7227"
"6197","Mir7228"
"6198","Mir7229"
"6199","Mir7230"
"6200","Mir7232"
"6201","Mir7233"
"6202","Mir7234"
"6203","Mir7235"
"6204","Mir7236"
"6205","Mir7237"
"6206","Mir7239"
"6207","Mir7240"
"6208","Mir7241"
"6209","Mir7242"
"6210","Mir7243"
"6211","Mir741"
"6212","Mir742"
"6213","Mir743"
"6214","Mir743b"
"6215","Mir744"
"6216","Mir758"
"6217","Mir759"
"6218","Mir760"
"6219","Mir762"
"6220","Mir763"
"6221","Mir764"
"6222","Mir7647"
"6223","Mir7651"
"6224","Mir7652"
"6225","Mir7653;Tlcd1"
"6226","Mir7655"
"6227","Mir7656"
"6228","Mir7659"
"6229","Mir7660"
"6230","Mir7661"
"6231","Mir7662"
"6232","Mir7663"
"6233","Mir7664"
"6234","Mir7665"
"6235","Mir7666"
"6236","Mir7667"
"6237","Mir7668"
"6238","Mir7669"
"6239","Mir767"
"6240","Mir7670;Ubn2"
"6241","Mir7671"
"6242","Mir7672;Pde12"
"6243","Mir7673"
"6244","Mir7674;Nup214"
"6245","Mir7675"
"6246","Mir7678;Slpi"
"6247","Mir7679"
"6248","Mir7680"
"6249","Mir7681"
"6250","Mir7682"
"6251","Mir7683"
"6252","Mir7685"
"6253","Mir7687"
"6254","Mir7688"
"6255","Mir7689"
"6256","Mir7b"
"6257","Mir7j"
"6258","Mir7k"
"6259","Mir802"
"6260","Mir804"
"6261","Mir8090"
"6262","Mir8091"
"6263","Mir8092;Zfp518a"
"6264","Mir8095"
"6265","Mir8096"
"6266","Mir8097;Rnf19a"
"6267","Mir8099-1"
"6268","Mir8100"
"6269","Mir8102"
"6270","Mir8103"
"6271","Mir8104;Ppm1h"
"6272","Mir8105"
"6273","Mir8106"
"6274","Mir8107;Nbeal2"
"6275","Mir8108;Tacc1"
"6276","Mir8109"
"6277","Mir8110"
"6278","Mir8111"
"6279","Mir8115;P2rx7"
"6280","Mir8116"
"6281","Mir8117"
"6282","Mir8118"
"6283","Mir8120"
"6284","Mir871"
"6285","Mir872"
"6286","Mir873a"
"6287","Mir873b"
"6288","Mir874"
"6289","Mir875"
"6290","Mir876"
"6291","Mir878"
"6292","Mir879"
"6293","Mir880"
"6294","Mir881"
"6295","Mir882"
"6296","Mir883a"
"6297","Mir883b"
"6298","Mir9-1"
"6299","Mir9-3"
"6300","Mir92-2"
"6301","Mir92b"
"6302","Mir93"
"6303","Mir96"
"6304","Mir98"
"6305","Mir99a"
"6306","Mir99ahg"
"6307","Mir99b"
"6308","AA792892;Gm6205;Gm6367"
"6309","AU042671;Gm15800"
"6310","Adam34;Gm5347"
"6311","Arnt;Gm4349"
"6312","Atl1;Gm3086"
"6313","BC018245;Gm3417;Gm3448;Tcte3;Tctex2"
"6314","BC082775;Gm5779"
"6315","Cacng8;Gm23450"
"6316","DQ555640;DQ690299;DQ722662;DQ723184;Gm10619"
"6317","DQ687197;DQ725256;Gm21221"
"6318","DQ691146;Gm10505"
"6319","DQ704088;Gm21269"
"6320","Defa4;Gm10104"
"6321","Defb41;Gm15386"
"6322","EF651814;EF651829;Gm10409;Gm3020"
"6323","EF651833;Gm10021;Gm10406;Gm3383;Gm3500;Gm3558;Gm3591;Gm3636;Gm3696;Gm5797;LOC100861615"
"6324","Esp5;Esp6;Gm44501"
"6325","Evi2a;Evi2b;Gm21975"
"6326","Fig1ps;Gm21948;Il4i1;Nup62"
"6327","Gab3;Gm38425"
"6328","Gm10007"
"6329","Gm10012"
"6330","Gm10024"
"6331","Gm10033"
"6332","Gm10037"
"6333","Gm10046"
"6334","Gm10057"
"6335","Gm10069"
"6336","Gm10081"
"6337","Gm10100"
"6338","Gm10125"
"6339","Gm10142"
"6340","Gm10190"
"6341","Gm10220"
"6342","Gm10228"
"6343","Gm10229"
"6344","Gm10248"
"6345","Gm10267"
"6346","Gm10272"
"6347","Gm10280"
"6348","Gm10318"
"6349","Gm10319"
"6350","Gm10324"
"6351","Gm10334"
"6352","Gm10336"
"6353","Gm10352"
"6354","Gm10354"
"6355","Gm10364"
"6356","Gm10371"
"6357","Gm10373"
"6358","Gm10375"
"6359","Gm10377"
"6360","Gm10389"
"6361","Gm10390"
"6362","Gm10400"
"6363","Gm10408"
"6364","Gm10415"
"6365","Gm10416"
"6366","Gm10421"
"6367","Gm10432"
"6368","Gm10433"
"6369","Gm10436"
"6370","Gm10439;Gm15085;Gm15091;Gm15093;Gm15097;Gm15107;Gm15114;Gm15127;Luzp4"
"6371","Gm10440"
"6372","Gm10445"
"6373","Gm1045"
"6374","Gm10451"
"6375","Gm10466"
"6376","Gm10471"
"6377","Gm10486"
"6378","Gm10493"
"6379","Gm10494"
"6380","Gm10509"
"6381","Gm10510"
"6382","Gm10512"
"6383","Gm10516"
"6384","Gm10532"
"6385","Gm10536"
"6386","Gm10538"
"6387","Gm10548"
"6388","Gm10549"
"6389","Gm10556"
"6390","Gm10560"
