"","BMP4_1ug","BMP4_2ug","NTC"
"DQ543875",0,0,0
"DQ543897",0,0,0
"DQ543898",0,0,0
"DQ543924",0,0,0
"DQ543942",0,0,0
"DQ543947",0,0,0
"DQ543981",0,0,0
"DQ543983",0,0,0
"DQ544022",0,0,0
"DQ544028",0,0,0
"DQ544079",0,0,0
"DQ544103",0,0,0
"DQ544113",0,0,0
"DQ544130",0,0,0
"DQ544142",0,0,0
"DQ544175",0,0,0
"DQ544183",0,0,0
"DQ544186",0,0,0
"DQ544201;DQ549223",0,0,0
"DQ544206",0,0,0
"DQ544207",0,0,0
"DQ544244",0,0,0
"DQ544250",0,0,0
"DQ544267",0,0,0
"DQ544285",0,0,0
"DQ544286",0,0,0
"DQ544297",0,0,0
"DQ544317",0,0,0
"DQ544325",0,0,0
"DQ544345",0,0,0
"DQ544361",0,0,0
"DQ544368",0,0,0
"DQ544422",0,0,0
"DQ544457",0,0,0
"DQ544503",0,0,0
"DQ544519",0,0,0
"DQ544568",0,0,0
"DQ544586",0,0,0
"DQ544591",0,0,0
"DQ544595",0,0,0
"DQ544646",0,0,0
"DQ544652",0,0,0
"DQ544672",0,0,0
"DQ544692",0,0,0
"DQ544708",0,0,0
"DQ544709",0,0,0
"DQ544745",0,0,0
"DQ544769",0,0,0
"DQ544779",0,0,0
"DQ544783",0,0,0
"DQ544795",0,0,0
"DQ544812",0,0,0
"DQ544817",0,0,0
"DQ544841",0,0,0
"DQ544888",0,0,0
"DQ544905",0,0,0
"DQ544943",0,0,0
"DQ545073",0,0,0
"DQ545092",0,0,0
"DQ545110",0,0,0
"DQ545125",0,0,0
"DQ545157",0,0,0
"DQ545165",0,0,0
"DQ545183",0,0,0
"DQ545185",0,0,0
"DQ545191",0,0,0
"DQ545192",0,0,0
"DQ545222",0,0,0
"DQ545231",1,0,0
"DQ545246",0,0,0
"DQ545254",0,0,0
"DQ545272",0,0,0
"DQ545285",0,0,0
"DQ545294",0,0,0
"DQ545332",0,0,0
"DQ545408",0,0,0
"DQ545410",0,0,0
"DQ545414",0,0,0
"DQ545416",0,0,0
"DQ545419",0,0,0
"DQ545423",0,0,0
"DQ545447",0,0,0
"DQ545460",0,0,0
"DQ545467",0,0,0
"DQ545486",0,0,0
"DQ545582",0,0,0
"DQ545600",0,0,0
"DQ545648",0,0,0
"DQ545695",0,0,0
"DQ545740",0,0,0
"DQ545771",0,0,0
"DQ545797",0,0,0
"DQ545830",0,0,0
"DQ545833",0,0,0
"DQ545834",0,0,0
"DQ545836",0,0,0
"DQ545837",0,0,0
"DQ545846",0,0,0
"DQ545853",0,0,0
"DQ545892",0,0,0
"DQ545894",0,0,0
"DQ545902",0,0,0
"DQ545935",0,0,0
"DQ545990",0,0,0
"DQ545996",0,0,0
"DQ546002",0,0,0
"DQ546016",0,0,0
"DQ546033",0,0,0
"DQ546052",0,0,0
"DQ546201",0,0,0
"DQ546210",0,0,0
"DQ546218",0,0,0
"DQ546224",0,0,0
"DQ546233",0,0,0
"DQ546236",0,0,0
"DQ546244",0,0,0
"DQ546271",0,0,0
"DQ546284",0,0,0
"DQ546294",0,0,0
"DQ546316",0,0,0
"DQ546336",0,0,0
"DQ546337",0,0,0
"DQ546340",0,0,0
"DQ546366",0,0,0
"DQ546370",0,0,0
"DQ546481",0,0,0
"DQ546527",0,0,0
"DQ546561",0,0,0
"DQ546580",0,0,0
"DQ546582",0,0,0
"DQ546602",0,0,0
"DQ546614",0,0,0
"DQ546624",0,0,0
"DQ546629",0,0,0
"DQ546677",0,0,0
"DQ546681",0,0,0
"DQ546722",0,0,0
"DQ546739",0,0,0
"DQ546741",0,0,0
"DQ546745",0,0,0
"DQ546748",0,0,0
"DQ546771",0,0,0
"DQ546805",0,0,0
"DQ546810",0,0,0
"DQ546815",0,0,0
"DQ546816",0,0,0
"DQ546822",0,0,0
"DQ546833",0,0,0
"DQ546844",0,0,0
"DQ546919",0,0,0
"DQ546939",0,0,0
"DQ546972",0,0,0
"DQ546987",0,0,0
"DQ547015",0,0,0
"DQ547044",0,0,0
"DQ547050",0,0,0
"DQ547069",0,0,0
"DQ547085",0,0,0
"DQ547091",0,0,0
"DQ547106",0,0,0
"DQ547171",0,0,0
"DQ547177",0,0,0
"DQ547182",0,0,0
"DQ547185",0,0,0
"DQ547187",0,0,0
"DQ547239",0,0,0
"DQ547277",0,0,0
"DQ547293",0,0,0
"DQ547298",0,0,0
"DQ547347",0,0,0
"DQ547368",0,0,0
"DQ547390",0,0,0
"DQ547417",0,0,0
"DQ547438",0,0,0
"DQ547449",0,0,0
"DQ547453",0,0,0
"DQ547459",0,0,0
"DQ547475",0,0,0
"DQ547490",0,0,0
"DQ547505",0,0,0
"DQ547508",0,0,0
"DQ547518",0,0,0
"DQ547561",0,0,0
"DQ547575",0,0,0
"DQ547592",0,0,0
"DQ547595",0,0,0
"DQ547637",0,0,0
"DQ547675",0,0,0
"DQ547689",0,0,0
"DQ547696",0,0,0
"DQ547719",0,0,0
"DQ547725",0,0,0
"DQ547736",0,0,0
"DQ547763",0,0,0
"DQ547769",0,0,0
"DQ547780",0,0,0
"DQ547822",0,0,0
"DQ547823",0,0,0
"DQ547863",0,0,0
"DQ547919",0,0,0
"DQ547924",0,0,0
"DQ547928",0,0,0
"DQ547934",0,0,0
"DQ547948",0,0,0
"DQ547977",0,0,0
"DQ547983",0,0,0
"DQ547994",0,0,0
"DQ548009",0,0,0
"DQ548010",0,0,0
"DQ548015",0,0,0
"DQ548031",0,0,0
"DQ548035",0,0,0
"DQ548068",0,0,0
"DQ548100",0,0,0
"DQ548101",0,0,0
"DQ548135",0,0,0
"DQ548140",0,0,0
"DQ548144",0,0,0
"DQ548190",0,0,0
"DQ548214",0,0,0
"DQ548215",0,0,0
"DQ548219",0,0,0
"DQ548229",0,0,0
"DQ548237",0,0,0
"DQ548268",0,0,0
"DQ548336",0,0,0
"DQ548344",0,0,0
"DQ548345",0,0,0
"DQ548351",0,0,0
"DQ548355",0,0,0
"DQ548390",0,0,0
"DQ548404",0,0,0
"DQ548469",0,0,0
"DQ548491",0,0,0
"DQ548547",0,0,0
"DQ548580",0,0,0
"DQ548581",0,0,0
"DQ548615",0,0,0
"DQ548665",0,0,0
"DQ548704",0,0,0
"DQ548742",1,0,0
"DQ548838",0,0,0
"DQ548839",0,0,0
"DQ548855",0,0,0
"DQ548859",0,0,0
"DQ548872",0,0,0
"DQ548928",0,0,0
"DQ548940",0,0,0
"DQ548963",0,0,0
"DQ548964",0,0,0
"DQ548996",0,0,0
"DQ548998",0,0,0
"DQ549026",0,0,0
"DQ549109",0,0,0
"DQ549163",0,0,0
"DQ549194",0,0,0
"DQ549198",0,0,0
"DQ549220",0,0,0
"DQ549221",0,0,0
"DQ549229",0,0,0
"DQ549245",0,0,0
"DQ549248",0,0,0
"DQ549253",0,0,0
"DQ549285",0,0,0
"DQ549305",0,0,0
"DQ549318",0,0,0
"DQ549320",0,0,0
"DQ549323",0,0,0
"DQ549351",0,0,0
"DQ549365",0,0,0
"DQ549389",0,0,0
"DQ549399",0,0,0
"DQ549406",0,0,0
"DQ549481",0,0,0
"DQ549511",0,0,0
"DQ549561",0,0,0
"DQ549573",0,0,0
"DQ549582",0,0,0
"DQ549608",0,0,0
"DQ549625",0,0,0
"DQ549633",0,0,0
"DQ549643",0,0,0
"DQ549681",0,0,0
"DQ549706",0,0,0
"DQ549720",0,0,0
"DQ549742",0,0,0
"DQ549743",0,0,0
"DQ549750",0,0,0
"DQ549757",0,0,0
"DQ549763",0,0,0
"DQ549766",0,0,0
"DQ549789",0,0,0
"DQ549792",0,0,0
"DQ549798",0,0,0
"DQ549816",0,0,0
"DQ549875",0,0,0
"DQ549901",0,0,0
"DQ549908",0,0,0
"DQ549921",0,0,0
"DQ549930",0,0,0
"DQ549940",0,0,0
"DQ549963",0,0,0
"DQ549971",0,0,0
"DQ549979",0,0,0
"DQ549987",0,0,0
"DQ550000",0,0,0
"DQ550005",0,0,0
"DQ550026",0,0,0
"DQ550042",0,0,0
"DQ550048",0,0,0
"DQ550049",0,0,0
"DQ550093",0,0,0
"DQ550102",0,0,0
"DQ550163",0,0,0
"DQ550204",0,0,0
"DQ550209",0,0,0
"DQ550240",0,0,0
"DQ550248",0,0,0
"DQ550256",0,0,0
"DQ550274",0,0,0
"DQ550276",0,0,0
"DQ550281",0,0,0
"DQ550288",0,0,0
"DQ550296",0,0,0
"DQ550304",0,0,0
"DQ550326",0,0,0
"DQ550346",0,0,0
"DQ550357",0,0,0
"DQ550368",0,0,0
"DQ550370",0,0,0
"DQ550377",0,0,0
"DQ550390",0,0,0
"DQ550425",0,0,0
"DQ550429",0,0,0
"DQ550445",0,0,0
"DQ550446",0,0,0
"DQ550449",0,0,0
"DQ550469",0,0,0
"DQ550471",0,0,0
"DQ550485",0,0,0
"DQ550513",0,0,0
"DQ550549",0,0,0
"DQ550564",0,0,0
"DQ550594",0,0,0
"DQ550609",0,0,0
"DQ550621",0,0,0
"DQ550639",0,0,0
"DQ550653",0,0,0
"DQ550661",0,0,0
"DQ550674",0,0,0
"DQ550700",0,0,0
"DQ550701",0,0,0
"DQ550713",0,0,0
"DQ550715",0,0,0
"DQ550737",0,0,0
"DQ550743",0,0,0
"DQ550749",0,0,0
"DQ550752",0,0,0
"DQ550784",0,0,0
"DQ550788",0,0,0
"DQ550811",0,0,0
"DQ550843",0,0,0
"DQ550871",0,0,0
"DQ550879",0,0,0
"DQ550909",19,15,16
"DQ550951",0,0,0
"DQ550957",0,0,0
"DQ550964",0,0,0
"DQ550973",0,0,0
"DQ550976",0,0,0
"DQ551003",0,0,0
"DQ551004",0,0,0
"DQ551012",0,0,0
"DQ551021",0,0,0
"DQ551069",0,0,0
"DQ551071",0,0,0
"DQ551099",0,0,0
"DQ551105",0,0,0
"DQ551112",0,0,0
"DQ551137",0,0,0
"DQ551154",0,0,0
"DQ551164",0,0,0
"DQ551196",0,0,0
"DQ551207",0,0,0
"DQ551281",0,0,0
"DQ551285",0,0,0
"DQ551306",0,0,0
"DQ551312",0,0,0
"DQ551360",0,0,0
"DQ551367",0,0,0
"DQ551414",0,0,0
"DQ551416",0,0,0
"DQ551419",0,0,0
"DQ551421",0,0,0
"DQ551451",0,0,0
"DQ551495",0,0,0
"DQ551521",0,0,0
"DQ551586",0,0,0
"DQ551615",0,0,0
"DQ551634",0,0,0
"DQ551635",0,0,0
"DQ551642",0,0,0
"DQ551689",0,0,0
"DQ551692",0,0,0
"DQ551703",0,0,0
"DQ551724",0,0,0
"DQ551727",0,0,0
"DQ551744",0,0,0
"DQ551754",0,0,0
"DQ551793",0,0,0
"DQ551811",0,0,0
"DQ551821",0,0,0
"DQ551848",0,0,0
"DQ551907",0,0,0
"DQ551946",0,0,0
"DQ551951",0,0,0
"DQ552006",0,0,0
"DQ552053",0,0,0
"DQ552114",0,0,0
"DQ552144",0,0,0
"DQ552147",0,0,0
"DQ552163",0,0,0
"DQ552173",0,0,0
"DQ552228",0,1,0
"DQ552243",0,0,0
"DQ552245",0,0,0
"DQ552253",0,0,0
"DQ552333",0,0,0
"DQ552355",0,0,0
"DQ552373",0,0,0
"DQ552381",0,0,0
"DQ552397",0,0,0
"DQ552427",0,0,0
"DQ552450",0,0,0
"DQ552475",0,0,0
"DQ552494",0,0,0
"DQ552508",0,0,0
"DQ552563",0,0,0
"DQ552568",0,0,0
"DQ552594",0,0,0
"DQ552609",0,0,0
"DQ552655",0,0,0
"DQ552665",0,0,0
"DQ552690",1,0,1
"DQ552711",0,0,0
"DQ552759",0,0,0
"DQ552775",0,0,0
"DQ552819",0,0,0
"DQ552840",0,0,0
"DQ552897",0,0,0
"DQ552899",0,0,0
"DQ552940",0,0,0
"DQ552968",0,0,0
"DQ552992",0,0,0
"DQ553019",0,0,0
"DQ553039",0,0,0
"DQ553097",0,0,0
"DQ553098",0,0,0
"DQ553108",0,0,0
"DQ553121",0,0,0
"DQ553139",0,0,0
"DQ553149",0,0,0
"DQ553243;DQ697086",0,0,0
"DQ553245",240,168,254
"DQ553271",0,0,0
"DQ553291",0,0,0
"DQ553300",0,0,0
"DQ553341",0,0,0
"DQ553342",0,0,0
"DQ553350",0,0,0
"DQ553376",0,0,0
"DQ553383",0,0,0
"DQ553428",0,0,0
"DQ553449",0,0,0
"DQ553462",0,0,0
"DQ553502",0,0,0
"DQ553514",0,0,0
"DQ553519",0,0,0
"DQ553546",0,0,0
"DQ553547",0,0,0
"DQ553550",0,0,0
"DQ553552",0,0,0
"DQ553553",0,0,0
"DQ553590",0,0,0
"DQ553595",0,0,0
"DQ553606",0,0,0
"DQ553618",0,0,0
"DQ553663",0,0,0
"DQ553689",0,0,0
"DQ553711",0,0,0
"DQ553729",0,0,0
"DQ553787",0,0,0
"DQ553791",0,0,0
"DQ553812",0,0,0
"DQ553816",0,0,0
"DQ553827",0,0,0
"DQ553830",0,0,0
"DQ553872",0,0,0
"DQ553878",0,0,0
"DQ553881",0,0,0
"DQ553907",0,0,0
"DQ553918",0,0,0
"DQ553941",0,0,0
"DQ553967",0,0,0
"DQ553976",0,0,0
"DQ553983",0,0,0
"DQ553995",0,0,0
"DQ554003",0,0,0
"DQ554043",0,0,0
"DQ554056",0,0,0
"DQ554059",0,0,0
"DQ554077",0,0,0
"DQ554087",0,0,0
"DQ554135",0,0,0
"DQ554143",0,0,0
"DQ554193",0,0,0
"DQ554205",0,0,0
"DQ554213",0,0,0
"DQ554222",0,0,0
"DQ554228",0,0,0
"DQ554245",0,0,0
"DQ554268",0,0,0
"DQ554303",0,0,0
"DQ554311",0,0,0
"DQ554417",0,0,0
"DQ554434",0,0,0
"DQ554448",0,0,0
"DQ554453",0,0,0
"DQ554484",0,0,0
"DQ554517",0,0,0
"DQ554539",0,0,0
"DQ554544",0,0,0
"DQ554606",0,0,0
"DQ554622",0,0,0
"DQ554632",0,0,0
"DQ554638",0,0,0
"DQ554718",0,0,0
"DQ554735",0,0,0
"DQ554758",0,0,0
"DQ554809",0,0,0
"DQ554812",0,0,0
"DQ554814",0,0,0
"DQ554944",0,0,0
"DQ554951",0,0,0
"DQ554988",0,0,0
"DQ555000",0,0,0
"DQ555008",0,0,0
"DQ555032",0,0,0
"DQ555044",0,0,0
"DQ555086",0,0,0
"DQ555108",0,0,0
"DQ555142",0,0,0
"DQ555167",0,0,0
"DQ555186",0,0,0
"DQ555193",0,0,0
"DQ555216",0,0,0
"DQ555273",0,0,0
"DQ555274",0,0,0
"DQ555312",0,0,0
"DQ555372",0,0,0
"DQ555380",0,0,0
"DQ555401",0,0,0
"DQ555404",0,0,0
"DQ555413",0,0,0
"DQ555426",0,0,0
"DQ555427",0,0,0
"DQ555431",0,0,0
"DQ555438",0,0,0
"DQ555442",0,0,0
"DQ555454",0,0,0
"DQ555467",0,0,0
"DQ555500",0,0,0
"DQ555542",0,0,0
"DQ555545",0,0,0
"DQ555550",0,0,0
"DQ555568",0,0,0
"DQ555601",0,0,0
"DQ555623",0,0,0
"DQ555630",0,0,0
"DQ555678",0,0,0
"DQ555679",0,0,0
"DQ555695",0,0,0
"DQ555733",0,0,0
"DQ555758",0,0,0
"DQ555770",0,0,0
"DQ555789",0,0,0
"DQ555790",0,0,0
"DQ555802",0,0,0
"DQ555840",0,2,2
"DQ555886",0,0,0
"DQ555899",0,0,0
"DQ555931",0,0,0
"DQ555936",0,0,0
"DQ555958",0,0,0
"DQ555983",0,0,0
"DQ555996",0,0,0
"DQ556002",0,0,0
"DQ556009",0,0,0
"DQ556017",0,0,0
"DQ556020",0,0,0
"DQ556024",0,0,0
"DQ556070",0,0,0
"DQ556080",0,0,0
"DQ556119",0,0,0
"DQ556132",0,0,0
"DQ556154",0,0,0
"DQ556157",64,82,118
"DQ556174",0,0,0
"DQ556181",0,0,0
"DQ556184",0,0,0
"DQ556193",0,0,0
"DQ556198",0,0,0
"DQ556208",0,0,0
"DQ556210",0,0,0
"DQ556214",0,0,0
"DQ556220",0,0,0
"DQ556223",0,0,0
"DQ556266",0,0,0
"DQ556287",0,0,0
"DQ556290",0,0,0
"DQ556291",0,0,0
"DQ556302",0,0,0
"DQ556304",0,0,0
"DQ556314",0,0,0
"DQ556319",0,0,0
"DQ556352",0,0,0
"DQ556361",0,0,0
"DQ556381",0,0,0
"DQ556384",0,0,0
"DQ556396",0,0,0
"DQ556400",0,0,0
"DQ556437",0,0,0
"DQ556439",0,0,0
"DQ556509",0,0,0
"DQ556518",0,0,0
"DQ556540",0,0,0
"DQ556579",0,0,0
"DQ556638",0,0,0
"DQ556649",0,0,0
"DQ556660",0,0,0
"DQ556670",0,0,0
"DQ556791",0,0,0
"DQ556794",0,0,0
"DQ556909",0,0,0
"DQ556974",0,0,0
"DQ556975",0,0,0
"DQ556976",0,0,0
"DQ556983",0,0,0
"DQ557031",0,0,0
"DQ557040",0,0,0
"DQ557047",0,0,0
"DQ557049",0,0,0
"DQ557063",0,0,0
"DQ557102",0,0,0
"DQ557104",0,0,0
"DQ557184",0,1,0
"DQ557185",0,0,0
"DQ557193",0,0,0
"DQ557199",0,0,0
"DQ557218",0,1,0
"DQ557219",0,0,0
"DQ557234",0,0,0
"DQ557254",0,0,0
"DQ557278",0,0,0
"DQ557297",0,0,0
"DQ557309",0,0,0
"DQ557314",0,0,0
"DQ557327",0,0,0
"DQ557392",0,0,0
"DQ557403",0,0,0
"DQ557417",0,0,0
"DQ557584",0,0,0
"DQ557651",0,0,0
"DQ557665",0,0,0
"DQ557675",0,0,0
"DQ557694",0,0,0
"DQ557702",0,0,0
"DQ557705",1,0,0
"DQ557725",0,0,0
"DQ557727",0,0,0
"DQ557782",0,0,0
"DQ557816",0,0,0
"DQ557819",0,0,0
"DQ557856",0,0,0
"DQ557880",0,0,0
"DQ557897",0,0,0
"DQ557910",0,0,0
"DQ557919",0,0,0
"DQ557924",0,0,0
"DQ557960",0,0,0
"DQ557998",0,0,0
"DQ558014",0,0,0
"DQ558020",0,0,0
"DQ558026",0,0,0
"DQ558043",0,0,0
"DQ558065",0,0,0
"DQ558068",0,0,0
"DQ558110",0,0,0
"DQ558121",0,0,0
"DQ558156",0,0,0
"DQ558161",0,0,0
"DQ558175",0,0,0
"DQ558187",0,0,0
"DQ558222",0,0,0
"DQ558230",0,0,0
"DQ558234",0,0,0
"DQ558249",0,0,0
"DQ558251",0,0,0
"DQ558374",0,0,0
"DQ558425",0,0,0
"DQ558475",0,0,0
"DQ558482",0,0,0
"DQ558500",0,0,0
"DQ558508",0,0,0
"DQ558605",0,0,0
"DQ558651",0,0,0
"DQ558684",0,0,0
"DQ558711",0,0,0
"DQ558721",0,0,0
"DQ558748",0,0,0
"DQ558780",0,0,0
"DQ558885",0,0,0
"DQ558886",0,0,0
"DQ558919",0,0,0
"DQ558960",0,0,0
"DQ559021",0,0,0
"DQ559102",0,0,0
"DQ559130",0,0,0
"DQ559161",0,0,0
"DQ559163",0,0,0
"DQ559176",0,0,0
"DQ559326",0,0,0
"DQ559340",0,0,0
"DQ559390",0,0,0
"DQ559426",0,0,0
"DQ559473",0,0,0
"DQ559606",0,0,0
"DQ559692",0,0,0
"DQ559831",0,0,0
"DQ559865",0,0,0
"DQ559898",0,0,0
"DQ560002",0,0,0
"DQ560010",0,0,0
"DQ560022",0,0,0
"DQ560024",0,0,0
"DQ560046",0,0,0
"DQ560072",0,0,0
"DQ560122",0,0,0
"DQ560189",0,0,0
"DQ560204",0,0,0
"DQ560232",0,0,0
"DQ560276",0,0,0
"DQ560318",0,0,0
"DQ560421",0,0,0
"DQ560433",0,0,0
"DQ560448",0,0,0
"DQ560459",0,0,0
"DQ560483",0,0,0
"DQ560544",0,0,0
"DQ560564",0,0,0
"DQ560613",0,0,0
"DQ560645",0,0,0
"DQ560654",0,0,0
"DQ560657",0,0,0
"DQ560661",0,0,0
"DQ560683",0,0,0
"DQ560731",0,0,0
"DQ560772",0,0,0
"DQ560943",0,0,0
"DQ560975",0,0,0
"DQ561039",0,0,0
"DQ561056",0,0,0
"DQ561078",0,0,0
"DQ561080",0,0,0
"DQ561154",0,0,0
"DQ561155",0,0,0
"DQ561156",0,0,0
"DQ561157",0,0,0
"DQ561159",0,0,0
"DQ561165",0,0,0
"DQ561206",0,0,0
"DQ561237",0,0,0
"DQ561281",0,0,0
"DQ561290",0,0,0
"DQ561355",0,0,0
"DQ561358",0,0,0
"DQ561364",0,0,0
"DQ561366",0,0,0
"DQ561373",0,0,0
"DQ561380",0,0,0
"DQ561384",0,0,0
"DQ561409",0,0,0
"DQ561419",0,0,0
"DQ561426",0,0,0
"DQ561433",0,0,0
"DQ561436",0,0,0
"DQ561454",0,0,0
"DQ561464",0,0,0
"DQ561475",0,0,0
"DQ561476",0,0,0
"DQ561508",0,0,0
"DQ561514",0,0,0
"DQ561518",0,0,0
"DQ561547",0,0,0
"DQ561583",0,0,0
"DQ561604",0,0,0
"DQ561664",0,0,0
"DQ561682",0,0,0
"DQ561761",0,0,0
"DQ561782",0,0,0
"DQ561790",0,0,0
"DQ561798",0,0,0
"DQ561800",0,0,0
"DQ561809",0,0,0
"DQ561838",0,0,0
"DQ561878",0,0,0
"DQ561891",0,0,0
"DQ561892",0,0,0
"DQ561908",0,0,0
"DQ561912",0,0,0
"DQ561942",0,0,0
"DQ561971",0,0,0
"DQ561991",0,0,0
"DQ562011",0,0,0
"DQ562017",0,0,0
"DQ562038",0,0,0
"DQ562057",0,0,0
"DQ562079",0,0,0
"DQ562103",0,0,0
"DQ562131",0,0,0
"DQ562150",0,0,0
"DQ562194",0,0,0
"DQ562220",0,0,0
"DQ562286",0,0,0
"DQ562297",0,0,0
"DQ562327",0,0,0
"DQ562345",0,0,0
"DQ562368",0,0,0
"DQ562387",0,0,0
"DQ562395",0,0,0
"DQ562434",0,0,0
"DQ562456",0,0,0
"DQ562459",0,0,0
"DQ562467",0,0,0
"DQ562487",0,0,0
"DQ562510",0,0,0
"DQ562519",0,0,0
"DQ562530",0,0,0
"DQ562562",0,0,0
"DQ562591",0,0,0
"DQ562653",0,0,0
"DQ562661",0,0,0
"DQ562676",0,0,0
"DQ562719",0,0,0
"DQ562730",0,0,0
"DQ562746",0,0,0
"DQ562771",0,0,0
"DQ562776",0,0,0
"DQ562815",0,0,0
"DQ562822",0,0,0
"DQ562864",0,0,0
"DQ562875",0,0,0
"DQ562876",0,0,0
"DQ562883",0,0,0
"DQ562927",0,0,0
"DQ562932",0,0,0
"DQ562964",0,0,0
"DQ562983",0,0,0
"DQ562993",0,0,0
"DQ563107",0,0,0
"DQ563108",0,0,0
"DQ563137",0,0,0
"DQ563158",0,0,0
"DQ563160",0,0,0
"DQ563207",0,0,0
"DQ563224",0,0,0
"DQ563232",0,0,0
"DQ563271",0,0,0
"DQ563304",0,0,0
"DQ563315",0,0,0
"DQ563321",0,0,0
"DQ563349",0,0,0
"DQ563356",0,0,0
"DQ563380",0,0,0
"DQ563455",0,0,0
"DQ563468",0,0,0
"DQ563488",0,0,0
"DQ563500",0,0,0
"DQ563503",0,0,0
"DQ563505",0,0,0
"DQ563518",0,0,0
"DQ563521",0,0,0
"DQ563571",0,0,0
"DQ563572",0,0,0
"DQ563597",0,0,0
"DQ563604",0,0,0
"DQ563615",0,0,0
"DQ563616",0,0,0
"DQ563658",0,0,0
"DQ563733",0,0,0
"DQ563805",0,0,0
"DQ563825",0,0,0
"DQ563831",0,0,0
"DQ563867",0,0,0
"DQ563910",0,0,0
"DQ563914",0,0,0
"DQ563927",0,0,0
"DQ563954",0,0,0
"DQ563978",0,0,0
"DQ563991",0,0,0
"DQ564011",0,0,0
"DQ564028",0,0,0
"DQ564048",0,0,0
"DQ564056",0,0,1
"DQ564077",0,0,0
"DQ564081",0,0,0
"DQ564097",0,0,0
"DQ564194",0,0,0
"DQ564199",0,0,0
"DQ564204",0,0,0
"DQ564300",0,0,0
"DQ564327",0,0,0
"DQ564349",0,0,0
"DQ564368",0,0,0
"DQ564380",0,0,0
"DQ564396",0,0,0
"DQ564413",0,0,0
"DQ564415",0,0,0
"DQ564443",0,0,0
"DQ564444",0,0,0
"DQ564514",0,0,0
"DQ564515",0,0,0
"DQ564530",0,0,0
"DQ564555",0,0,0
"DQ564575",0,0,0
"DQ564592",0,0,0
"DQ564602",0,0,0
"DQ564617",0,0,0
"DQ564628",0,0,0
"DQ564655",0,0,0
"DQ564762",0,0,0
"DQ564778",0,0,0
"DQ564783",0,0,0
"DQ564813",0,0,0
"DQ564818",0,0,0
"DQ564837",0,0,0
"DQ564907",0,0,0
"DQ564910",0,0,0
"DQ564912",0,0,0
"DQ564920",0,1,0
"DQ564931",0,0,0
"DQ564973",0,0,0
"DQ564999",71,40,137
"DQ565026",0,0,0
"DQ565036",0,0,0
"DQ565041",0,0,0
"DQ565074",0,0,0
"DQ565089",0,0,0
"DQ565149",0,0,0
"DQ565164",0,0,0
"DQ565203",0,0,0
"DQ565213",0,0,0
"DQ565223",0,0,0
"DQ565224",0,0,0
"DQ565241",0,0,0
"DQ565267",0,0,0
"DQ565273",0,0,0
"DQ565281;DQ717835",0,0,0
"DQ565284",0,0,0
"DQ565311",0,0,0
"DQ565376",0,0,0
"DQ565443",0,0,0
"DQ565447",0,0,0
"DQ565452",0,0,0
"DQ565461",0,0,0
"DQ565479",0,0,0
"DQ565489",0,0,0
"DQ565491",0,0,0
"DQ565493",0,0,0
"DQ565497",0,0,0
"DQ565508",0,0,0
"DQ565516",0,0,0
"DQ565595",0,0,0
"DQ565607",0,0,0
"DQ565635",0,0,0
"DQ565647",0,0,0
"DQ565670",0,0,0
"DQ565694",0,0,0
"DQ565709",0,0,0
"DQ565717",0,0,0
"DQ565731",0,0,0
"DQ565782",0,0,0
"DQ565789",0,0,0
"DQ565854",0,0,0
"DQ565966",0,0,0
"DQ565977",0,0,0
"DQ565978",0,0,0
"DQ566004",0,0,0
"DQ566019",0,0,0
"DQ566040",0,0,0
"DQ566045",0,0,0
"DQ566086",0,0,0
"DQ566101",0,0,0
"DQ566114",0,0,0
"DQ566131",0,0,0
"DQ566178",1,0,0
"DQ566244",0,0,0
"DQ566296",0,0,0
"DQ566326",0,0,0
"DQ566335",0,0,0
"DQ566338",0,0,0
"DQ566406",0,0,0
"DQ566408",0,0,0
"DQ566411",0,0,0
"DQ566417",0,0,0
"DQ566421",0,0,0
"DQ566510",0,0,0
"DQ566529",0,0,0
"DQ566618",0,0,0
"DQ566622",0,0,0
"DQ566646",0,0,0
"DQ566701",0,0,0
"DQ566763",0,0,0
"DQ566768",0,0,0
"DQ566781",0,0,0
"DQ566796",0,0,0
"DQ566809",0,0,0
"DQ566917",0,0,0
"DQ566918",0,0,0
"DQ566923",0,0,0
"DQ566942",0,0,0
"DQ566960",0,0,0
"DQ566972",0,0,0
"DQ567022",0,0,0
"DQ567042",0,0,0
"DQ567062",0,0,0
"DQ567090",1,0,0
"DQ567109",0,0,0
"DQ567125",0,0,0
"DQ567141",0,0,0
"DQ567143",0,0,0
"DQ567169",0,0,0
"DQ567237",0,0,0
"DQ567285",0,0,0
"DQ567288",0,0,0
"DQ567313",0,0,0
"DQ567323",0,0,0
"DQ567341",0,0,0
"DQ567356",0,0,0
"DQ567367",0,0,0
"DQ567387",0,0,0
"DQ567436",0,0,0
"DQ567446",0,0,0
"DQ567461",2,2,2
"DQ567480",0,0,0
"DQ567485",73,53,85
"DQ567530",0,0,0
"DQ567557",0,0,0
"DQ567602",0,0,0
"DQ567628",0,0,0
"DQ567637",0,0,0
"DQ567675",0,0,0
"DQ567681",0,0,0
"DQ567691",0,0,0
"DQ567724",0,0,0
"DQ567794",0,0,0
"DQ567796",0,0,0
"DQ567827",0,0,0
"DQ567829",0,0,0
"DQ567860",0,0,0
"DQ567888",0,0,0
"DQ567918",0,0,0
"DQ567921",0,0,0
